Symbol,Company Name,Industry,Prior Close,5 Day Chg,4 Week Chg,52 Week Chg,Mkt Cap
SUNL,Sunlight Financial Holdings Inc,Banking Services,4.50,13.03%,51.00%,-43.00%,$381.537M
SSY,"SunLink Health Systems, Inc.",Food & Drug Retailing ,1.16,0.54%,15.00%,-51.00%,$8.066M
NOVA,Sunnova Energy International Inc,Renewable Energy,28.06,16.49%,56.00%,-13.00%,$3.217B
SUN^J12,Sunoco LP,Oil & Gas,39.65,-8.38%,3.00%,5.00%,$3.292B
STKL,"SunOpta, Inc. (USA)",Food & Tobacco,10.73,-0.61%,1.00%,-13.00%,$1.154B
SPWR,SunPower Corporation,Renewable Energy,25.69,19.29%,60.00%,11.00%,$4.472B
SRRE,"Sunrise Real Estate Group, Inc.",Real Estate Operations,0.21,0.00%,0.00%,31.00%,$14.425M
RUN,Sunrun Inc,Renewable Energy,35.54,20.43%,47.00%,-26.00%,$7.538B
SBFM,"Sunshine Biopharma, Inc.",Pharmaceuticals,1.24,9.82%,9.00%,0.00%,$23.419M
SHO,Sunstone Hotel Investors Inc,Residential & Commercial REITs,11.68,1.61%,16.00%,1.00%,$2.480B
SVLT,Sunvault Energy Inc,Holding Companies,0.03,0.43%,-35.00%,-42.00%,$4.074M
SUWN,Sunwin Stevia International Inc,Pharmaceuticals,0.01,-21.97%,-25.00%,-74.00%,$2.056M
SUNW,Sunworks Inc,Renewable Energy,3.60,60.92%,135.00%,-55.00%,$118.588M
SLGG,"Super League Gaming, Inc.",Software & IT Services,1.11,13.95%,25.00%,-75.00%,$40.976M
SMCI,"Super Micro Computer, Inc.","Computers, Phones & Household Electronics",64.22,11.32%,55.00%,66.00%,$3.333B
SPCB,Supercom Ltd,Software & IT Services,0.33,2.48%,5.00%,-74.00%,$6.600M
SDPI,Superior Drilling Products Inc,Oil & Gas Related Equipment and Services,1.03,1.09%,9.00%,20.00%,$29.082M
SGC,Superior Group of Companies Inc,Textiles & Apparel,14.31,-24.38%,-20.00%,-44.00%,$233.511M
SUP,Superior Industries International Inc,Automobiles & Auto Parts,5.26,7.13%,26.00%,-39.00%,$142.104M
STRE,Supernova Partners Acquisitn Co III Ltd,Holding Companies,9.85,0.31%,1.00%,2.00%,$276.815M
SUPN,Supernus Pharmaceuticals Inc,Pharmaceuticals,31.26,-1.34%,10.00%,27.00%,$1.672B
SURF,Surface Oncology Inc,Biotechnology & Medical Research,1.85,4.02%,-9.00%,-69.00%,$107.363M
SRGA,Surgalign Holdings Inc,Healthcare Equipment & Supplies,4.68,31.81%,55.00%,-82.00%,$31.576M
SPRS,Surge Components Inc,Electronic Equipment & Parts,3.34,1.39%,5.00%,17.00%,$18.529M
SURG,Surgepays Inc,Telecommunications Services,6.37,-3.66%,60.00%,0.00%,$78.013M
SGRY,Surgery Partners Inc,Healthcare Providers & Services,37.17,3.28%,24.00%,-18.00%,$3.343B
SRDX,"SurModics, Inc.",Healthcare Equipment & Supplies,37.19,5.53%,5.00%,-32.00%,$520.846M
SSSS,SuRo Capital Corp,Collective Investments ,6.61,-1.77%,5.00%,-58.00%,$200.448M
SRYB,Surrey Bancorp,Banking Services,14.00,0.00%,0.00%,-7.00%,$48.230M
SRZN,Surrozen Inc,Biotechnology & Medical Research,3.00,1.95%,-13.00%,-71.00%,$105.378M
SNRG,Susglobal Energy Corp,Chemicals,0.28,-13.31%,-39.00%,-6.00%,$28.402M
SQCF,Susquehanna Community Financial Inc,Banking Services,18.50,0.00%,-3.00%,-6.00%,$53.373M
SDAC,Sustainable Development Acquisitn I Corp,Holding Companies,9.87,-0.30%,0.00%,2.00%,$311.981M
STRO,Sutro Biopharma Inc,Biotechnology & Medical Research,6.80,25.33%,8.00%,-64.00%,$354.695M
SIVB,SVB Financial Group,Banking Services,455.21,9.40%,15.00%,-23.00%,$26.895B
SVFA,SVF Investment Corp,Holding Companies,9.89,0.10%,1.00%,2.00%,$490.613M
SVFB,SVF Investment Corp 2,Holding Companies,9.85,-0.10%,0.00%,1.00%,$234.036M
SWDBY,Swedbank AB (ADR),Banking Services,13.99,2.49%,11.00%,-29.00%,$15.837B
SG,Sweetgreen Inc,Hotels & Entertainment Services,18.20,-6.81%,19.00%,0.00%,$1.760B
IVCP,Swiftmerge Acquisition Corp,Holding Companies,9.89,-0.20%,1.00%,0.00%,$222.525M
SWZ,Swiss Helvetia Fund Inc.,Investment Banking & Investment Services,8.16,0.00%,8.00%,-18.00%,$107.809M
SCMWY,Swisscom AG (ADR),Telecommunications Services,54.05,2.15%,0.00%,-10.00%,$27.999B
SWCH,Switch Inc,"Computers, Phones & Household Electronics",33.70,-0.03%,0.00%,42.00%,$5.284B
SWKH,SWK Holdings Corp,Banking Services,17.82,4.17%,6.00%,9.00%,$228.613M
SWVL,Swvl Holdings Corp,Passenger Transportation Services,1.58,-6.71%,-52.00%,0.00%,$186.446M
SEGI,Sycamore Entertainment Group Inc,Media & Publishing,0.00,12.82%,-4.00%,-65.00%,$7.242M
SLVM,Sylvamo Corp,Paper & Forest Products,40.80,7.88%,37.00%,0.00%,$1.800B
EVOL,Symbolic Logic Inc,Software & IT Services,1.43,-6.54%,-3.00%,-34.00%,$17.636M
SYM,Symbotic Inc,Software & IT Services,16.39,-2.42%,-10.00%,0.00%,$6.834B
SYNA,"Synaptics, Incorporated",Semiconductors & Semiconductor Equipment ,140.04,-6.24%,17.00%,-17.00%,$5.547B
SNPX,Synaptogenix Inc,Biotechnology & Medical Research,7.06,9.12%,54.00%,-4.00%,$24.766M
SNCR,"Synchronoss Technologies, Inc.",Software & IT Services,1.70,3.70%,49.00%,-37.00%,$155.009M
$SYF,Synchrony Financial,Banking Services,36.11,4.88%,14.00%,-31.00%,$17.396B
SYCRF,Syncora Holdings Ltd,Insurance,0.07,4.48%,4.00%,-17.00%,$4.561M
SNDX,Syndax Pharmaceuticals Inc,Biotechnology & Medical Research,23.66,14.34%,25.00%,53.00%,$1.338B
SYNH,Syneos Health Inc,Biotechnology & Medical Research,69.46,4.72%,-1.00%,-19.00%,$7.130B
SHMY,Synergy Empire Ltd,Food & Tobacco,3.59,0.00%,-36.00%,0.00%,$3.590M
SYBX,Synlogic Inc,Biotechnology & Medical Research,1.09,1.02%,-8.00%,-66.00%,$76.574M
SNPS,"Synopsys, Inc.",Software & IT Services,377.01,1.31%,23.00%,29.00%,$57.671B
SNV,Synovus Financial Corp.,Banking Services,42.57,5.64%,16.00%,-4.00%,$6.188B
SYN,Synthetic Biologics Inc,Biotechnology & Medical Research,1.42,-4.05%,-13.00%,-70.00%,$224.982M
SYPR,"Sypris Solutions, Inc.",Automobiles & Auto Parts,2.14,3.94%,1.00%,-36.00%,$47.328M
SRHYY,Syrah Resources Ltd - ADR,Metals & Mining,1.20,0.00%,60.00%,106.00%,$804.110M
SYRS,Syros Pharmaceuticals Inc,Biotechnology & Medical Research,0.93,9.19%,12.00%,-80.00%,$58.595M
SYY,SYSCO Corporation,Food & Drug Retailing ,82.26,-5.42%,-7.00%,3.00%,$14.807M
SYSX,Sysorex Inc,Software & IT Services,0.02,-13.73%,-11.00%,-99.00%,$11.125M
SST,System1 Inc,Software & IT Services,8.72,-0.12%,14.00%,0.00%,$789.736M
TROW,T Rowe Price Group Inc,Investment Banking & Investment Services,129.51,2.49%,16.00%,-40.00%,$29.229B
IDAI,T Stamp Inc,Software & IT Services,1.57,24.28%,-1.00%,0.00%,$36.991M
TMUS,T-Mobile Us Inc,Telecommunications Services,143.61,0.79%,7.00%,0.00%,$180.093B
TATT,T.A.T. Technologies Ltd.,"Machinery, Equipment & Components",6.45,-1.85%,6.00%,4.00%,$57.199M
TTOO,T2 Biosystems Inc,Healthcare Equipment & Supplies,0.20,30.79%,13.00%,-85.00%,$34.259M
TBTC,Table Trac Inc,Hotels & Entertainment Services,3.70,-2.95%,2.00%,8.00%,$16.731M
TBLA,Taboola.com Ltd,Software & IT Services,3.04,12.73%,10.00%,-66.00%,$572.991M
TRHC,Tabula Rasa HealthCare Inc,Healthcare Equipment & Supplies,5.09,17.32%,112.00%,-86.00%,$133.618M
TCMD,Tactile Systems Technology Inc,Healthcare Equipment & Supplies,9.76,13.19%,50.00%,-76.00%,$194.605M
TWND,Tailwind Acquisition Corp,Holding Companies,10.00,0.35%,1.00%,3.00%,$334.220M
TWNI,Tailwind International Acquisition Corp,Holding Companies,9.87,-0.10%,0.00%,2.00%,$340.515M
TAIT,Taitron Components Inc.,Electronic Equipment & Parts,3.82,0.52%,14.00%,-15.00%,$19.535M
TSM,Taiwan Semiconductor Mfg. Co. Ltd. (ADR),Semiconductors & Semiconductor Equipment ,89.52,2.50%,4.00%,-23.00%,$454.468B
TTWO,Take-Two Interactive Software Inc,Leisure Products,120.67,-4.64%,1.00%,-23.00%,$20.115B
TAK,Takeda Pharmaceutical Co Ltd (ADR),Pharmaceuticals,14.12,2.38%,-2.00%,-15.00%,$44.683B
TKAT,Takung Art Co Ltd,Software & IT Services,1.89,9.09%,8.00%,-69.00%,$46.515M
TAL,TAL Education Group (ADR),Miscellaneous Educational Service Providers,4.66,-2.07%,18.00%,-14.00%,$773.868M
TALS,Talaris Therapeutics Inc,Biotechnology & Medical Research,4.69,-2.72%,48.00%,-66.00%,$194.466M
TLIS,Talis Biomedical Corp,Biotechnology & Medical Research,0.80,-0.63%,-9.00%,-90.00%,$21.234M
TALK,Talkspace Inc,Healthcare Providers & Services,1.58,-19.90%,-4.00%,-71.00%,$249.928M
TOAC,Talon 1 Acquisition Corp,Holding Companies,10.13,0.10%,0.00%,0.00%,$232.990M
TALN,"Talon International, Inc.",Textiles & Apparel,0.10,0.00%,-14.00%,131.00%,$8.772M
TALO,Talos Energy Inc,Oil & Gas,19.58,10.39%,38.00%,82.00%,$1.616B
TNDM,Tandem Diabetes Care Inc,Healthcare Equipment & Supplies,53.56,-19.59%,3.00%,-48.00%,$3.440B
TLFA,"Tandy Leather Factory, Inc.",Textiles & Apparel,4.99,-0.20%,0.00%,8.00%,$41.093M
SKT,Tanger Factory Outlet Centers Inc.,Residential & Commercial REITs,17.20,4.82%,13.00%,-4.00%,$1.795B
TNGX,Tango Therapeutics Inc,Biotechnology & Medical Research,5.10,20.63%,14.00%,-48.00%,$449.009M
TNBI,Tanke Biosciences Corp,Food & Tobacco,0.63,47.74%,59.00%,-54.00%,$8.393M
TANH,Tantech Holdings Ltd,Chemicals,0.31,4.57%,27.00%,-97.00%,$11.161M
TAOP,Taoping Inc,"Computers, Phones & Household Electronics",0.89,-13.83%,-5.00%,-73.00%,$7.553M
TPR,Tapestry Inc,Other Specialty Retailers,35.50,1.80%,12.00%,-22.00%,$8.939B
TEDU,Tarena International Inc(ADR),Professional & Business Education,5.91,-1.43%,18.00%,-29.00%,$284.448M
TRGP,Targa Resources Corp,Oil & Gas Related Equipment and Services,70.39,-0.09%,15.00%,54.00%,$15.947B
TGT,Target Corporation,Diversified Retail,169.60,1.04%,16.00%,-35.00%,$78.643B
TGAA,Target Global Acquisition I Corp,Holding Companies,9.97,0.20%,0.00%,0.00%,$214.255M
CBDY,Target Group Inc,Healthcare Providers & Services,0.01,36.36%,-9.00%,-40.00%,$5.553M
TH,Target Hospitality Corp,Hotels & Entertainment Services,12.72,-9.39%,5.00%,275.00%,$1.233B
TARO,Taro Pharmaceutical Industries Ltd.,Pharmaceuticals,34.51,0.70%,-9.00%,-51.00%,$1.309B
TARS,Tarsus Pharmaceuticals Inc,Biotechnology & Medical Research,17.32,2.09%,21.00%,-33.00%,$359.009M
TGB,Taseko Mines Ltd (USA),Metals & Mining,1.15,15.75%,27.00%,-35.00%,$255.080M
TASK,Taskus Inc,Professional & Commercial Services  ,16.13,-26.25%,-1.00%,-56.00%,$417.364M
TMKR,Tastemaker Acquisition Corp,Holding Companies,9.97,0.10%,0.00%,2.00%,$275.172M
TTM,Tata Motors Limited (ADR),Automobiles & Auto Parts,29.76,3.01%,11.00%,50.00%,$19.768B
TATYY,Tate & Lyle PLC (ADR),Food & Tobacco,40.01,2.33%,10.00%,-17.00%,$3.754B
TTCF,Tattooed Chef Inc,Food & Tobacco,7.01,5.88%,15.00%,-65.00%,$578.045M
TAUG,Tauriga Sciences Inc,Pharmaceuticals,0.01,10.64%,95.00%,-84.00%,$2.339M
TTCM,Tautachrome Inc,Software & IT Services,0.00,-5.00%,6.00%,-90.00%,$1.726M
TAYO,Taylor Consulting Inc,Real Estate Operations,0.14,0.00%,42.00%,-44.00%,$1.661M
TAYD,"Taylor Devices, Inc.","Machinery, Equipment & Components",8.21,-1.79%,-2.00%,-30.00%,$28.719M
TMHC,Taylor Morrison Home Corp,Homebuilding & Construction Supplies,28.57,2.53%,8.00%,1.00%,$3.247B
TSHA,Taysha Gene Therapies Inc,Biotechnology & Medical Research,3.95,12.44%,17.00%,-72.00%,$160.157M
TBSA,TB SA Acquisition Corp,Holding Companies,9.84,0.31%,1.00%,2.00%,$196.800M
TCBC,TC Bancshares Inc,Banking Services,13.96,0.07%,2.00%,16.00%,$68.376M
TCBP,TC BioPharm Ltd (ADR),Biotechnology & Medical Research,0.41,12.33%,5.00%,0.00%,$15.659M
TRP,TC Energy Corp (USA),Oil & Gas Related Equipment and Services,50.69,-4.73%,-3.00%,3.00%,$35.616B
TCRR,Tcr2 Therapeutics Inc,Biotechnology & Medical Research,3.63,10.34%,3.00%,-75.00%,$140.140M
TCVA,TCV Acquisition Corp,Holding Companies,9.81,0.20%,0.00%,-1.00%,$403.191M
TSPQ,TCW Special Purpose Acquisition Corp,Holding Companies,9.84,0.20%,0.00%,2.00%,$456.507M
TSI,TCW Strategic Income Fund Inc.,Investment Banking & Investment Services,5.11,1.00%,6.00%,-14.00%,$243.992M
GLG^J10,TD Holdings Inc,Passenger Transportation Services,0.25,1.00%,0.00%,-64.00%,$69.584M
SNX,TD Synnex Corp,"Computers, Phones & Household Electronics",101.00,-2.09%,9.00%,-19.00%,$9.681B
TDCX,TDCX Inc (ADR),Software & IT Services,6.80,-7.50%,-25.00%,0.00%,$151.382M
PETZ,TDH Holdings Inc,Food & Tobacco,2.96,2.11%,-19.00%,-95.00%,$8.131M
TTDKY,TDK Corp (ADR),"Machinery, Equipment & Components",35.95,2.78%,28.00%,-1.00%,$14.326B
TEL,TE Connectivity Ltd,"Machinery, Equipment & Components",134.26,0.74%,16.00%,-12.00%,$42.942B
TBBA,Teb Bancorp Inc,Banking Services,8.32,0.00%,0.00%,-11.00%,$21.832M
TETC,Tech & Energy Transition Corp,Holding Companies,9.82,0.10%,0.00%,2.00%,$378.070M
TCRI,TechCom Inc (ADR),Holding Companies,0.07,14.14%,-49.00%,60.00%,$4.582M
TCCO,Technical Communications Corporation,Communications & Networking,1.05,-4.55%,-25.00%,-65.00%,$1.947M
TCLRY,Technicolor SA (ADR),Media & Publishing,0.11,1.00%,6.00%,-9.00%,$700.399M
FTI,TechnipFMC PLC,Oil & Gas Related Equipment and Services,8.76,3.78%,43.00%,24.00%,$3.961B
TETE,Technology & Telecommunication Aqstn Crp,Holding Companies,10.04,0.00%,0.00%,0.00%,$120.811M
TPCS,TechPrecision Corp,"Machinery, Equipment & Components",1.55,3.38%,3.00%,9.00%,$53.176M
TTGT,TechTarget Inc,Software & IT Services,69.87,0.65%,18.00%,-14.00%,$2.062B
TTNDY,Techtronic Industries Co. Ltd. (ADR),"Machinery, Equipment & Components",60.90,1.29%,6.00%,-45.00%,$22.346B
TECK,TECK RESOURCES LTD,Metals & Mining,33.16,14.86%,20.00%,42.00%,$18.667B
TGLS,Tecnoglass Inc,Homebuilding & Construction Supplies,25.46,11.66%,38.00%,0.00%,$1.214B
TGEN,Tecogen Inc,"Machinery, Equipment & Components",1.39,4.32%,21.00%,-19.00%,$34.542M
TK,Teekay Corporation,Oil & Gas Related Equipment and Services,3.37,3.74%,24.00%,19.00%,$340.737M
TNK,Teekay Tankers Ltd.,Oil & Gas Related Equipment and Services,25.18,9.30%,39.00%,122.00%,$733.040M
TGNA,Tegna Inc,Media & Publishing,21.45,1.32%,6.00%,24.00%,$4.786B
TGCB,Tego Cyber Inc,Software & IT Services,0.50,0.00%,-2.00%,-37.00%,$12.548M
TRC,Tejon Ranch Company,Real Estate Operations,16.19,3.67%,5.00%,-15.00%,$428.905M
TEKK,Tekkorp Digital Acquisition Corp,Holding Companies,9.96,0.15%,0.00%,2.00%,$249.000M
HQH,Tekla Healthcare Investors,Collective Investments ,20.00,2.65%,5.00%,-24.00%,$507.060M
THQ,Tekla Healthcare Opportunities Fund,Collective Investments ,20.75,1.41%,2.00%,-16.00%,$857.805M
HQL,Tekla Life Sciences Investors,Collective Investments ,15.84,4.09%,6.00%,-26.00%,$164.894M
THW,Tekla World Healthcare Fund,Collective Investments ,15.29,0.20%,2.00%,-8.00%,$568.421M
TIKK,Tel-Instrument Electronics Corp.,Aerospace & Defense,2.50,-13.79%,0.00%,-19.00%,$8.140M
TELA,TELA Bio Inc,Healthcare Equipment & Supplies,8.11,2.27%,7.00%,-39.00%,$118.065M
TDOC,Teladoc Health Inc,Healthcare Providers & Services,37.99,-1.84%,-7.00%,-74.00%,$6.141B
TEO,Telecom Argentina SA (ADR),Telecommunications Services,4.38,0.46%,8.00%,-17.00%,$862.317M
TIIAY,Telecom Italia SpA (ADR),Telecommunications Services,2.31,0.90%,-4.00%,-51.00%,$2.371B
TDY,Teledyne Technologies Incorporated,Electronic Equipment & Parts,395.09,-1.02%,3.00%,-13.00%,$18.507B
TFX,Teleflex Incorporated,Healthcare Equipment & Supplies,253.53,-0.36%,4.00%,-31.00%,$11.892B
ERIC,Telefonaktiebolaget LM Ericsson,Communications & Networking,7.72,3.18%,14.00%,-33.00%,$23.719B
VIV^F11,Telefonica Brasil SA (ADR),Telecommunications Services,8.96,8.14%,5.00%,14.00%,$15.025B
TEF,Telefonica S.A. (ADR),Telecommunications Services,4.43,1.61%,-7.00%,-13.00%,$25.584B
TKAGY,Telekom Austria AG (ADR),Telecommunications Services,12.00,0.00%,-3.00%,-34.00%,$3.987B
TELNY,Telenor ASA (ADR),Telecommunications Services,11.82,1.84%,-9.00%,-33.00%,$21.311B
TDS,"Telephone & Data Systems, Inc.",Telecommunications Services,16.80,6.47%,8.00%,-18.00%,$1.790B
TSAT,Telesat Corp,Telecommunications Services,12.23,4.68%,7.00%,0.00%,$145.598M
TVBCY,Television Broadcasts Ltd - ADR,Media & Publishing,0.96,0.00%,-4.00%,-40.00%,$210.240M
TLK,Telkom Indonesia (Persero) Tbk PT -ADR,Telecommunications Services,30.94,2.58%,12.00%,32.00%,$31.188B
TLKGY,Telkom SA SOC Ltd (ADR),Telecommunications Services,9.53,3.81%,0.00%,-13.00%,$1.218B
TKOI,"Telkonet, Inc.","Machinery, Equipment & Components",0.04,6.74%,17.00%,2.00%,$11.370M
TELL,Tellurian Inc,Oil & Gas,4.03,12.68%,22.00%,0.00%,$2.292B
TLS,Telos Corp,Software & IT Services,8.90,4.21%,26.00%,-66.00%,$601.587M
TLSYY,Telstra Corporation Ltd,Telecommunications Services,14.04,4.72%,10.00%,0.00%,$32.445B
TU,TELUS Corporation (USA),Telecommunications Services,23.35,1.76%,5.00%,1.00%,$27.766B
TMRR,Temir Corp,Hotels & Entertainment Services,0.28,62.22%,-23.00%,-89.00%,$1.874M
TPST,Tempest Therapeutics Inc,Biotechnology & Medical Research,2.30,7.35%,-9.00%,-84.00%,$23.743M
TDF,Templeton Dragon Fund Inc,Investment Banking & Investment Services,12.56,4.01%,-5.00%,-39.00%,$424.467M
EMF,Templeton Emerging Markets,Investment Banking & Investment Services,12.54,1.15%,4.00%,-31.00%,$201.493M
TEI,Templeton Emerging Markets Income Fund,Investment Banking & Investment Services,5.51,2.24%,13.00%,-32.00%,$264.591M
GIM,Templeton Global Income Fund,Investment Banking & Investment Services,4.77,3.68%,11.00%,-12.00%,$489.866M
TPX,Tempur Sealy International Inc,Household Goods,28.52,0.43%,22.00%,-37.00%,$4.911B
TENB,Tenable Holdings Inc,Software & IT Services,42.83,4.81%,-4.00%,5.00%,$4.782B
TNABY,Tenaga Nasional Bhd (ADR),Electrical Utilities & IPPs,7.95,0.00%,9.00%,-14.00%,$11.434B
TS,Tenaris SA  (ADR),Oil & Gas Related Equipment and Services,27.07,0.04%,7.00%,30.00%,$16.242B
TENX,Tenax Therapeutics Inc,Biotechnology & Medical Research,0.30,14.57%,13.00%,-81.00%,$7.587M
TNYA,Tenaya Therapeutics Inc,Biotechnology & Medical Research,5.46,8.71%,6.00%,-75.00%,$225.853M
TME,Tencent Music Entertainment Group - ADR,Software & IT Services,4.40,-1.19%,-5.00%,-58.00%,$7.370B
THC,Tenet Healthcare Corp,Healthcare Providers & Services,65.21,-0.45%,18.00%,-6.00%,$7.035B
TNC,Tennant Company,"Machinery, Equipment & Components",68.75,3.27%,14.00%,-7.00%,$1.277B
TEN,Tenneco Inc,Automobiles & Auto Parts,19.02,-0.99%,-1.00%,11.00%,$1.586B
TNON,Tenon Medical Inc,Healthcare Equipment & Supplies,2.42,-11.19%,21.00%,0.00%,$27.194M
TDC,Teradata Corporation,Software & IT Services,35.84,-7.37%,-4.00%,-35.00%,$3.684B
TER,"Teradyne, Inc.",Semiconductors & Semiconductor Equipment ,99.90,-2.27%,8.00%,-16.00%,$15.663B
WULF,Terawulf Inc,Financial Technology (Fintech) & Infrastructure,1.69,7.33%,13.00%,0.00%,$176.840M
TEX,Terex Corporation,"Machinery, Equipment & Components",37.15,7.20%,27.00%,-30.00%,$2.519B
TMX^A12,Terminix Global Holdings Inc,Professional & Commercial Services  ,44.50,0.75%,9.00%,8.00%,$5.409B
TX,Ternium SA (ADR),Metals & Mining,34.96,2.00%,12.00%,-38.00%,$68.629B
TERN,Terns Pharmaceuticals Inc,Biotechnology & Medical Research,2.41,17.80%,-12.00%,-78.00%,$61.127M
LLAP,Terran Orbital Corp,Aerospace & Defense,4.16,1.37%,-3.00%,0.00%,$573.697M
TRNO,Terreno Realty Corporation,Residential & Commercial REITs,64.89,3.76%,13.00%,-5.00%,$4.902B
TBNK,Territorial Bancorp Inc,Banking Services,21.80,-2.27%,-2.00%,-14.00%,$201.410M
TSCDY,Tesco PLC (ADR),Food & Drug Retailing ,9.63,1.25%,7.00%,-4.00%,$20.751B
TSLA,Tesla Inc,Automobiles & Auto Parts,859.89,-4.24%,24.00%,22.00%,$898.147B
TESS,"TESSCO Technologies, Inc.",Communications & Networking,5.42,-3.37%,-5.00%,-9.00%,$49.501M
TETAA,"Teton Advisors, Inc.",Investment Banking & Investment Services,15.00,11.03%,6.00%,-46.00%,$13.980M
TTEK,"Tetra Tech, Inc.",Professional & Commercial Services  ,146.08,-3.78%,9.00%,3.00%,$7.789B
TTI,"TETRA Technologies, Inc.",Oil & Gas Related Equipment and Services,4.08,6.87%,4.00%,23.00%,$523.280M
TEVA,Teva Pharmaceutical Industries Ltd (ADR),Pharmaceuticals,11.09,12.34%,60.00%,14.00%,$12.316B
TCBI,Texas Capital Bancshares Inc,Banking Services,62.98,4.47%,15.00%,-7.00%,$3.142B
TCBS,Texas Community Bancshares Inc,Banking Services,15.75,0.00%,-2.00%,3.00%,$51.314M
TXN,Texas Instruments Incorporated,Semiconductors & Semiconductor Equipment ,182.06,-0.19%,16.00%,-3.00%,$166.349B
TMRC,Texas Mineral Resources Corp,Metals & Mining,1.84,0.00%,-3.00%,13.00%,$134.068M
TPL,Texas Pacific Land Corp,Oil & Gas,"1,744.60",-2.21%,4.00%,17.00%,$13.472B
TXRH,Texas Roadhouse Inc,Hotels & Entertainment Services,92.19,3.75%,16.00%,3.00%,$6.163B
TGH,Textainer Group Holdings Limited,Professional & Commercial Services  ,34.16,1.44%,20.00%,-6.00%,$1.725B
TXT,Textron Inc.,Aerospace & Defense,67.04,2.23%,11.00%,-9.00%,$14.181B
TFFP,TFF Pharmaceuticals Inc,Biotechnology & Medical Research,6.17,13.87%,11.00%,-18.00%,$156.545M
TFSL,TFS Financial Corporation,Banking Services,15.21,1.82%,17.00%,-25.00%,$4.268B
TGTX,TG Therapeutics Inc,Biotechnology & Medical Research,7.52,31.35%,29.00%,-65.00%,$1.092B
TSPG,TGI Solar Power Group Inc,Professional & Commercial Services  ,0.00,-7.25%,6.00%,-33.00%,$8.014M
THLLY,Thales SA (ADR),Aerospace & Defense,25.43,-0.18%,5.00%,24.00%,$27.135B
CBDG,THC Farmaceuticals Inc,Food & Drug Retailing ,0.13,-30.11%,86.00%,15.00%,$1.950M
HCKT,"The Hackett Group, Inc.",Professional & Commercial Services  ,22.02,-0.32%,14.00%,16.00%,$697.660M
HOKCY,The Hong Kong and China Gas Co. (ADR),Natural Gas Utilities,0.98,-5.77%,-7.00%,-38.00%,$9.977B
NCTY,The9 Limited (ADR),Software & IT Services,1.59,3.33%,-12.00%,-90.00%,$1.283M
TGLO,"theglobe.com, inc.",Holding Companies,0.10,-0.51%,-36.00%,-11.00%,$44.987M
THER,Theralink Technologies Inc,Biotechnology & Medical Research,0.00,0.00%,11.00%,-99.00%,$24.606M
TSOI,Therapeutic Solutions International Inc,Healthcare Equipment & Supplies,0.02,-9.63%,-15.00%,-72.00%,$44.035M
TXMD,TherapeuticsMD Inc,Pharmaceuticals,9.05,3.04%,73.00%,-79.00%,$78.454M
TBPH,Theravance Biopharma Inc,Pharmaceuticals,9.46,1.73%,12.00%,-30.00%,$722.999M
TMO,Thermo Fisher Scientific Inc.,Healthcare Equipment & Supplies,592.54,0.74%,10.00%,9.00%,$232.151B
THMO,Thermogenesis Holdings Inc,Office Equipment,0.24,4.76%,11.00%,-90.00%,$3.079M
THR,Thermon Group Holdings Inc,"Machinery, Equipment & Components",17.95,11.93%,26.00%,5.00%,$600.876M
TOOD,Thermwood Corporation,"Machinery, Equipment & Components",29.00,0.00%,0.00%,36.00%,$28.565M
THRX,Theseus Pharmaceuticals Inc,Biotechnology & Medical Research,7.80,16.88%,26.00%,0.00%,$301.883M
TCBX,Third Coast Bancshares Inc,Banking Services,18.85,0.16%,-11.00%,0.00%,$254.494M
THVB,Thomasville Bancshares Inc,Banking Services,63.50,-0.31%,-2.00%,-7.00%,$377.063M
TRI,Thomson Reuters Corp,Professional & Commercial Services  ,115.38,3.31%,8.00%,1.00%,$80.094B
THO,"Thor Industries, Inc.",Leisure Products,90.38,2.52%,9.00%,-26.00%,$4.929B
TBLD,Thornburg Income Builder Opprtnts Trust,Collective Investments ,15.38,1.11%,7.00%,-24.00%,$493.406M
THRN,Thorne HealthTech Inc,Pharmaceuticals,5.33,6.02%,25.00%,0.00%,$281.115M
TWKS,Thoughtworks Holding Inc,Software & IT Services,16.30,2.37%,20.00%,0.00%,$5.058B
TDUP,ThredUp Inc,Software & IT Services,3.17,21.48%,50.00%,-86.00%,$185.971M
THAC,Thrive Acquisition Corp,Holding Companies,10.08,-0.20%,0.00%,0.00%,$173.880M
THRY,Thryv Holdings Inc,Media & Publishing,27.70,13.45%,30.00%,-16.00%,$953.933M
TBCP,Thunder Bridge Capital Partners III Inc,Holding Companies,9.85,0.10%,0.00%,2.00%,$417.670M
THCP,Thunder Bridge Capital Partners IV Inc,Holding Companies,9.75,-0.20%,0.00%,0.00%,$236.935M
TNRG,Thunder Energies Corp,Investment Banking & Investment Services,0.05,0.00%,0.00%,-65.00%,$3.817M
THMG,"Thunder Mountain Gold, Inc",Metals & Mining,0.08,-1.80%,-18.00%,-32.00%,$4.655M
TIRX,Tian Ruixiang Holdings Ltd,Insurance,0.86,3.63%,16.00%,-82.00%,$4.310M
CIIT,Tianci International Inc,Holding Companies,2.18,0.00%,34.00%,36.00%,$5.341M
TIPS,Tianrong Internet Products and Srvcs Inc,Software & IT Services,0.16,4.18%,0.00%,"2,675.00%",$13.548M
TDW,Tidewater Inc.,Oil & Gas Related Equipment and Services,20.28,-11.76%,3.00%,71.00%,$853.098M
